team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses,rolling_win_rate,rolling_ppg,rolling_papg,rolling_margin,trend_win_rate,trend_ppg,trend_papg,trend_margin,momentum_win_rate,momentum_ppg,momentum_papg,momentum_margin
Georgia,2024,14,8,7,1,0.875,288.0,131.0,157.0,36.0,16.375,19.625,7,1,0,0,0.8551587301587302,33.904761904761905,15.863095238095239,18.041666666666668,0.13293650793650802,12.015873015873016,4.307539682539684,7.708333333333334,0.14457671957671958,8.878042328042326,0.8030423280423271,8.075
Georgia,2024,15,4,2,2,0.5,87.0,96.0,-9.0,21.75,24.0,-2.25,0,0,2,2,0.7440476190476191,30.15476190476191,18.696428571428573,11.458333333333334,0.02182539682539686,8.26587301587302,7.140873015873018,1.125,-0.2448809523809523,-6.2597619047619055,8.347738095238094,-14.6075
Georgia Southern,2022,2,1,0,1,0.0,21.0,23.0,-2.0,21.0,23.0,-2.0,0,0,0,1,0.0,21.0,23.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern,2022,3,2,1,1,0.5,66.0,65.0,1.0,33.0,32.5,0.5,0,0,1,1,0.25,27.0,27.75,-0.75,0.0,0.0,0.0,0.0,0.5,12.0,9.5,2.5
Georgia Southern,2022,4,1,1,0,1.0,59.0,7.0,52.0,59.0,7.0,52.0,1,0,0,0,0.5,37.666666666666664,20.833333333333332,16.833333333333332,0.0,0.0,0.0,0.0,0.75,32.0,-20.75,52.75
Georgia Southern,2022,5,3,1,2,0.3333333333333333,87.0,100.0,-13.0,29.0,33.333333333333336,-4.333333333333333,0,0,1,2,0.611111111111111,40.333333333333336,24.277777777777782,16.055555555555554,0.0,0.0,0.0,0.0,-0.16666666666666669,-8.666666666666664,12.500000000000004,-21.166666666666664
Georgia Southern,2022,6,4,1,3,0.25,117.0,134.0,-17.0,29.25,33.5,-4.25,0,0,1,3,0.5277777777777778,39.083333333333336,24.611111111111114,14.472222222222221,0.0,0.0,0.0,0.0,-0.20833333333333331,-6.25,9.541666666666664,-15.791666666666666
Georgia Southern,2022,7,2,2,0,1.0,93.0,30.0,63.0,46.5,15.0,31.5,2,0,0,0,0.5277777777777778,34.916666666666664,27.277777777777782,7.638888888888889,0.02777777777777779,-2.75,6.44444444444445,-9.194444444444443,0.5833333333333334,12.25,-10.866666666666667,23.116666666666667
Georgia Southern,2022,8,5,1,4,0.2,150.0,175.0,-25.0,30.0,35.0,-5.0,0,0,1,4,0.48333333333333334,35.25,27.833333333333332,7.416666666666667,-0.016666666666666663,-2.4166666666666643,7.0,-9.416666666666664,-0.31388888888888883,-6.291666666666664,10.944444444444443,-17.236111111111107
Georgia Southern,2022,10,3,3,0,1.0,138.0,68.0,70.0,46.0,22.666666666666668,23.33333333333333,3,0,0,0,0.7333333333333334,40.833333333333336,24.222222222222225,16.61111111111111,0.2333333333333334,3.1666666666666714,3.388888888888893,-0.22222222222222143,0.530952380952381,10.607142857142854,-2.9523809523809526,13.559523809523807
Georgia Southern,2022,11,6,2,4,0.3333333333333333,178.0,198.0,-20.0,29.666666666666668,33.0,-3.333333333333333,0,0,2,4,0.5111111111111111,35.22222222222222,30.222222222222225,4.999999999999999,0.011111111111111072,-2.444444444444443,9.388888888888893,-11.833333333333332,-0.20208333333333334,-7.052083333333332,7.75,-14.802083333333332
Georgia Southern,2022,12,4,3,1,0.75,169.0,106.0,63.0,42.25,26.5,15.75,3,1,0,0,0.6944444444444443,39.30555555555556,27.38888888888889,11.916666666666666,0.1944444444444443,1.6388888888888928,6.555555555555557,-4.916666666666666,0.23703703703703705,6.3148148148148096,0.3888888888888893,5.925925925925926
Georgia Southern,2022,13,5,3,2,0.6,179.0,129.0,50.0,35.8,25.8,10.0,3,2,0,0,0.561111111111111,35.90555555555556,28.433333333333334,7.472222222222222,0.061111111111111005,-1.7611111111111057,7.600000000000001,-9.36111111111111,0.06333333333333335,-0.7666666666666728,-0.34999999999999787,-0.41666666666666785
Georgia Southern,2023,2,1,1,0,1.0,34.0,0.0,34.0,34.0,0.0,34.0,1,0,0,0,1.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern,2023,3,1,0,1,0.0,21.0,41.0,-20.0,21.0,41.0,-20.0,0,0,0,1,0.5,27.5,20.5,7.0,0.0,0.0,0.0,0.0,-1.0,-13.0,41.0,-54.0
Georgia Southern,2023,4,2,0,2,0.0,35.0,76.0,-41.0,17.5,38.0,-20.5,0,0,0,2,0.3333333333333333,24.166666666666668,26.333333333333332,-2.1666666666666665,0.0,0.0,0.0,0.0,-0.5,-10.0,17.5,-27.5
Georgia Southern,2023,5,2,2,0,1.0,83.0,35.0,48.0,41.5,17.5,24.0,2,0,0,0,0.3333333333333333,26.666666666666668,32.166666666666664,-5.5,0.0,0.0,0.0,0.0,0.6666666666666667,17.333333333333332,-8.833333333333332,26.166666666666668
Georgia Southern,2023,7,3,1,2,0.3333333333333333,75.0,79.0,-4.0,25.0,26.33333333333333,-1.3333333333333333,0,0,1,2,0.4444444444444444,28.0,27.277777777777775,0.7222222222222223,0.0,0.0,0.0,0.0,-0.16666666666666669,-3.5,2.2083333333333286,-5.708333333333333
Georgia Southern,2023,8,3,3,0,1.0,121.0,63.0,58.0,40.333333333333336,21.0,19.33333333333333,3,0,0,0,0.7777777777777777,35.611111111111114,21.61111111111111,14.0,0.44444444444444436,11.444444444444446,-4.722222222222221,16.166666666666668,0.5333333333333333,12.533333333333335,-3.5666666666666664,16.099999999999994
Georgia Southern,2023,9,4,4,0,1.0,159.0,91.0,68.0,39.75,22.75,17.0,4,0,0,0,0.7777777777777777,35.02777777777778,23.36111111111111,11.666666666666666,0.44444444444444436,10.86111111111111,-2.9722222222222214,13.833333333333332,0.4444444444444444,9.86111111111111,-1.2222222222222179,11.083333333333332
Georgia Southern,2023,10,4,1,3,0.25,88.0,120.0,-32.0,22.0,30.0,-8.0,0,0,1,3,0.75,34.02777777777778,24.583333333333332,9.444444444444443,0.4166666666666667,9.86111111111111,-1.75,11.611111111111109,-0.3690476190476192,-9.297619047619047,6.202380952380956,-15.5
Georgia Southern,2023,11,5,1,4,0.2,112.0,165.0,-53.0,22.4,33.0,-10.6,0,0,1,4,0.48333333333333334,28.05,28.583333333333332,-0.5333333333333332,0.15000000000000002,3.883333333333333,2.25,1.6333333333333333,-0.3729166666666666,-7.735416666666669,8.427083333333336,-16.1625
Georgia Southern,2023,12,5,5,0,1.0,203.0,118.0,85.0,40.6,23.6,17.0,5,0,0,0,0.48333333333333334,28.333333333333332,28.866666666666664,-0.5333333333333338,0.15000000000000002,4.166666666666664,2.5333333333333314,1.6333333333333329,0.46851851851851856,11.324074074074073,-1.9092592592592545,13.233333333333334
Georgia Southern,2023,13,6,1,5,0.1666666666666666,145.0,203.0,-58.0,24.166666666666668,33.833333333333336,-9.666666666666666,0,0,1,5,0.4555555555555555,29.055555555555557,30.144444444444446,-1.0888888888888886,0.12222222222222218,4.888888888888889,3.8111111111111136,1.077777777777778,-0.41166666666666674,-6.241666666666671,8.515000000000004,-14.756666666666666
Georgia Southern,2024,2,1,0,1,0.0,26.0,31.0,-5.0,26.0,31.0,-5.0,0,0,0,1,0.0,26.0,31.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern,2024,3,1,0,1,0.0,45.0,56.0,-11.0,45.0,56.0,-11.0,0,1,0,0,0.0,35.5,43.5,-8.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,-6.0
Georgia Southern,2024,4,2,1,1,0.5,46.0,48.0,-2.0,23.0,24.0,-1.0,0,0,1,1,0.16666666666666666,31.333333333333332,37.0,-5.666666666666667,0.0,0.0,0.0,0.0,0.5,-12.5,-19.5,7.0
Georgia Southern,2024,5,3,1,2,0.3333333333333333,59.0,100.0,-41.0,19.666666666666668,33.333333333333336,-13.666666666666666,0,0,1,2,0.27777777777777773,29.222222222222225,37.77777777777778,-8.555555555555555,0.0,0.0,0.0,0.0,0.16666666666666666,-11.666666666666664,-3.6666666666666643,-7.999999999999999
Georgia Southern,2024,7,2,1,1,0.5,87.0,70.0,17.0,43.5,35.0,8.5,1,1,0,0,0.4444444444444444,28.722222222222225,30.777777777777782,-2.0555555555555554,0.0,0.0,0.0,0.0,0.2916666666666667,15.083333333333332,-1.0833333333333357,16.166666666666664
Georgia Southern,2024,8,3,2,1,0.6666666666666666,111.0,93.0,18.0,37.0,31.0,6.0,2,1,0,0,0.5,33.38888888888889,33.111111111111114,0.27777777777777796,0.33333333333333337,2.0555555555555607,-3.8888888888888857,5.944444444444445,0.39999999999999997,5.566666666666663,-4.866666666666667,10.433333333333334
Georgia Southern,2024,9,4,2,2,0.5,97.0,121.0,-24.0,24.25,30.25,-6.0,0,0,2,2,0.5555555555555555,34.916666666666664,32.083333333333336,2.8333333333333335,0.38888888888888884,3.583333333333332,-4.916666666666664,8.5,0.16666666666666669,-8.111111111111114,-4.805555555555557,-3.305555555555556
Georgia Southern,2024,10,5,2,3,0.4,116.0,168.0,-52.0,23.2,33.6,-10.4,0,0,2,3,0.5222222222222221,28.150000000000002,31.616666666666664,-3.466666666666667,0.3555555555555555,-3.18333333333333,-5.383333333333336,2.2,0.04285714285714287,-8.002380952380957,-0.769047619047619,-7.233333333333334
Georgia Southern,2024,12,4,3,1,0.75,139.0,107.0,32.0,34.75,26.75,8.0,3,1,0,0,0.5499999999999999,27.400000000000002,30.2,-2.7999999999999994,0.3833333333333333,-3.93333333333333,-6.800000000000001,2.8666666666666676,0.38750000000000007,4.547916666666666,-7.522916666666667,12.070833333333333
Georgia Southern,2024,13,6,3,3,0.5,150.0,198.0,-48.0,25.0,33.0,-8.0,0,0,3,3,0.5499999999999999,27.650000000000002,31.116666666666664,-3.466666666666667,0.3833333333333333,-3.68333333333333,-5.883333333333336,2.2,0.0944444444444445,-5.707407407407409,-0.43703703703703667,-5.270370370370371
Georgia Southern,2024,14,5,3,2,0.6,159.0,135.0,24.0,31.8,27.0,4.8,3,2,0,0,0.6166666666666667,30.516666666666666,28.916666666666668,1.5999999999999999,0.45000000000000007,-0.8166666666666664,-8.083333333333332,7.266666666666667,0.18500000000000005,1.663333333333334,-6.393333333333331,8.056666666666667
Georgia State,2022,3,1,0,1,0.0,28.0,35.0,-7.0,28.0,35.0,-7.0,0,1,0,0,0.0,28.0,35.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State,2022,4,2,0,2,0.0,69.0,77.0,-8.0,34.5,38.5,-4.0,0,2,0,0,0.0,31.25,36.75,-5.5,0.0,0.0,0.0,0.0,0.0,6.5,3.5,3.0
Georgia State,2022,5,1,0,1,0.0,14.0,35.0,-21.0,14.0,35.0,-21.0,0,0,0,1,0.0,25.5,36.166666666666664,-10.666666666666666,0.0,0.0,0.0,0.0,0.0,-17.25,-1.75,-15.5
Georgia State,2022,6,3,0,3,0.0,93.0,118.0,-25.0,31.0,39.333333333333336,-8.333333333333334,0,3,0,0,0.0,26.5,37.611111111111114,-11.111111111111112,0.0,0.0,0.0,0.0,0.0,5.5,3.1666666666666714,2.333333333333332
Georgia State,2022,8,2,1,1,0.5,45.0,49.0,-4.0,22.5,24.5,-2.0,0,0,1,1,0.16666666666666666,22.5,32.94444444444445,-10.444444444444445,0.0,0.0,0.0,0.0,0.5,-4.375,-12.458333333333336,8.083333333333334
Georgia State,2022,9,4,1,3,0.25,134.0,151.0,-17.0,33.5,37.75,-4.25,1,3,0,0,0.25,29.0,33.861111111111114,-4.861111111111112,0.25,3.5,-2.30555555555555,5.8055555555555545,0.15,7.5,3.2833333333333314,4.216666666666667
Georgia State,2022,10,3,1,2,0.3333333333333333,62.0,91.0,-29.0,20.666666666666668,30.33333333333333,-9.666666666666666,0,0,1,2,0.3611111111111111,25.555555555555557,30.86111111111111,-5.305555555555555,0.3611111111111111,0.055555555555557135,-5.305555555555554,5.361111111111111,0.20833333333333331,-6.583333333333332,-4.680555555555564,-1.9027777777777768
Georgia State,2022,11,5,2,3,0.4,165.0,168.0,-3.0,33.0,33.6,-0.6,2,3,0,0,0.3277777777777778,29.055555555555557,33.894444444444446,-4.838888888888889,0.3277777777777778,3.555555555555557,-2.2722222222222186,5.8277777777777775,0.24523809523809528,6.690476190476193,-0.7452380952380935,7.435714285714287
Georgia State,2022,12,4,2,2,0.5,104.0,105.0,-1.0,26.0,26.25,-0.25,0,0,2,2,0.41111111111111115,26.555555555555557,30.061111111111114,-3.505555555555555,0.41111111111111115,1.0555555555555571,-6.105555555555551,7.161111111111111,0.3145833333333333,-1.1458333333333357,-8.002083333333331,6.85625
Georgia State,2022,13,5,2,3,0.4,144.0,147.0,-3.0,28.8,29.4,-0.6,0,0,2,3,0.43333333333333335,29.266666666666666,29.75,-0.48333333333333334,0.43333333333333335,3.7666666666666657,-6.416666666666664,10.183333333333334,0.17962962962962964,1.7814814814814817,-3.962962962962962,5.744444444444445
Georgia State,2023,2,1,1,0,1.0,42.0,35.0,7.0,42.0,35.0,7.0,1,0,0,0,1.0,42.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State,2023,3,1,1,0,1.0,45.0,22.0,23.0,45.0,22.0,23.0,0,0,1,0,1.0,43.5,28.5,15.0,0.0,0.0,0.0,0.0,0.0,3.0,-13.0,16.0
Georgia State,2023,4,2,2,0,1.0,86.0,47.0,39.0,43.0,23.5,19.5,0,0,2,0,1.0,43.333333333333336,26.833333333333332,16.5,0.0,0.0,0.0,0.0,0.0,-0.5,-5.0,4.5
Georgia State,2023,5,2,2,0,1.0,77.0,49.0,28.0,38.5,24.5,14.0,2,0,0,0,1.0,42.166666666666664,23.333333333333332,18.833333333333332,0.0,0.0,0.0,0.0,0.0,-4.833333333333336,-2.333333333333332,-2.5
Georgia State,2023,7,3,2,1,0.6666666666666666,84.0,77.0,7.0,28.0,25.666666666666668,2.333333333333333,2,1,0,0,0.8888888888888888,36.5,24.555555555555557,11.944444444444445,0.0,0.0,0.0,0.0,-0.33333333333333337,-14.125,-0.5833333333333321,-13.541666666666668
Georgia State,2023,8,3,3,0,1.0,116.0,64.0,52.0,38.66666666666666,21.33333333333333,17.333333333333332,0,0,3,0,0.8888888888888888,35.05555555555555,23.833333333333332,11.222222222222221,-0.11111111111111116,-8.277777777777786,-3.0,-5.277777777777779,0.06666666666666665,-0.63333333333334,-4.800000000000004,4.166666666666666
Georgia State,2023,9,4,4,0,1.0,136.0,81.0,55.0,34.0,20.25,13.75,0,0,4,0,0.8888888888888888,33.55555555555555,22.416666666666668,11.138888888888888,-0.11111111111111116,-9.777777777777786,-4.416666666666664,-5.3611111111111125,0.05555555555555547,-5.194444444444443,-5.083333333333332,-0.11111111111110894
Georgia State,2023,10,4,3,1,0.75,125.0,101.0,24.0,31.25,25.25,6.0,3,1,0,0,0.9166666666666666,34.638888888888886,22.277777777777775,12.361111111111109,-0.08333333333333337,-8.69444444444445,-4.555555555555557,-4.138888888888891,-0.20238095238095244,-7.202380952380949,0.6428571428571423,-7.845238095238093
Georgia State,2023,11,5,3,2,0.6,139.0,143.0,-4.0,27.8,28.6,-0.8,3,2,0,0,0.7833333333333333,31.016666666666666,24.7,6.316666666666666,-0.21666666666666667,-12.31666666666667,-2.133333333333333,-10.183333333333334,-0.3270833333333333,-9.752083333333328,3.9125000000000014,-13.664583333333333
Georgia State,2023,12,5,4,1,0.8,163.0,125.0,38.0,32.6,25.0,7.6,0,0,4,1,0.7166666666666668,30.55,26.28333333333333,4.266666666666667,-0.2833333333333332,-12.783333333333335,-0.5500000000000007,-12.233333333333334,-0.09074074074074057,-3.8685185185185134,-0.12222222222222001,-3.746296296296295
Georgia State,2023,13,6,4,2,0.6666666666666666,177.0,181.0,-4.0,29.5,30.166666666666668,-0.6666666666666666,0,0,4,2,0.6888888888888888,29.96666666666667,27.92222222222222,2.0444444444444443,-0.3111111111111112,-13.366666666666667,1.0888888888888886,-14.455555555555556,-0.21499999999999997,-6.5816666666666634,5.056666666666668,-11.638333333333332
Georgia State,2024,3,1,1,0,1.0,24.0,21.0,3.0,24.0,21.0,3.0,1,0,0,0,1.0,24.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State,2024,5,2,2,0,1.0,60.0,53.0,7.0,30.0,26.5,3.5,2,0,0,0,1.0,27.0,23.75,3.25,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.5
Georgia State,2024,7,3,2,1,0.6666666666666666,81.0,91.0,-10.0,27.0,30.33333333333333,-3.333333333333333,2,1,0,0,0.8888888888888888,27.0,25.944444444444443,1.0555555555555556,0.0,0.0,0.0,0.0,-0.33333333333333337,0.0,6.583333333333329,-6.583333333333333
Georgia State,2024,8,1,0,1,0.0,12.0,35.0,-23.0,12.0,35.0,-23.0,0,0,0,1,0.5555555555555555,23.0,30.61111111111111,-7.611111111111111,0.0,0.0,0.0,0.0,-0.8888888888888888,-15.0,9.055555555555557,-24.055555555555557
Georgia State,2024,9,2,0,2,0.0,32.0,70.0,-38.0,16.0,35.0,-19.0,0,0,0,2,0.2222222222222222,18.333333333333332,33.44444444444444,-15.111111111111109,0.0,0.0,0.0,0.0,-0.6666666666666666,-7.25,6.791666666666668,-14.041666666666668
Georgia State,2024,10,3,0,3,0.0,58.0,103.0,-45.0,19.33333333333333,34.333333333333336,-15.0,0,0,0,3,0.0,15.777777777777777,34.77777777777778,-19.0,-0.8888888888888888,-11.222222222222223,8.833333333333336,-20.055555555555557,-0.5333333333333333,-2.466666666666672,4.766666666666673,-7.233333333333334
Georgia State,2024,11,4,0,4,0.0,85.0,137.0,-52.0,21.25,34.25,-13.0,0,0,0,4,0.0,18.86111111111111,34.52777777777778,-15.666666666666666,-0.8888888888888888,-8.13888888888889,8.583333333333336,-16.72222222222222,-0.4444444444444444,-0.13888888888888573,3.8888888888888893,-4.027777777777779
Georgia State,2024,12,4,2,2,0.5,95.0,112.0,-17.0,23.75,28.0,-4.25,2,2,0,0,0.16666666666666666,21.444444444444443,32.19444444444445,-10.75,-0.7222222222222222,-5.555555555555557,6.250000000000007,-11.805555555555555,0.11904761904761907,2.380952380952383,-2.9166666666666643,5.2976190476190474
Georgia State,2024,13,5,0,5,0.0,92.0,175.0,-83.0,18.4,35.0,-16.6,0,0,0,5,0.16666666666666666,21.133333333333333,32.416666666666664,-11.283333333333333,-0.7222222222222222,-5.866666666666667,6.472222222222221,-12.338888888888889,-0.3958333333333333,-3.2666666666666657,4.447916666666664,-7.714583333333335
Georgia State,2024,14,5,2,3,0.4,115.0,139.0,-24.0,23.0,27.8,-4.8,2,3,0,0,0.3,21.71666666666667,30.266666666666666,-8.55,-0.5888888888888888,-5.283333333333331,4.322222222222223,-9.605555555555556,0.04814814814814816,1.6962962962962962,-3.246296296296297,4.942592592592594
Georgia Tech,2022,2,1,0,1,0.0,10.0,41.0,-31.0,10.0,41.0,-31.0,0,1,0,0,0.0,10.0,41.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech,2022,3,2,1,1,0.5,45.0,58.0,-13.0,22.5,29.0,-6.5,1,1,0,0,0.25,16.25,35.0,-18.75,0.0,0.0,0.0,0.0,0.5,12.5,-12.0,24.5
Georgia Tech,2022,5,1,0,1,0.0,10.0,27.0,-17.0,10.0,27.0,-17.0,0,0,0,1,0.16666666666666666,14.166666666666666,32.333333333333336,-18.166666666666668,0.0,0.0,0.0,0.0,-0.25,-6.25,-8.0,1.75
Georgia Tech,2022,6,3,1,2,0.3333333333333333,45.0,100.0,-55.0,15.0,33.333333333333336,-18.33333333333333,1,2,0,0,0.27777777777777773,15.833333333333334,29.777777777777782,-13.944444444444443,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333339,1.0,-0.16666666666666075
Georgia Tech,2022,8,4,2,2,0.5,68.0,120.0,-52.0,17.0,30.0,-13.0,2,2,0,0,0.27777777777777773,14.0,30.111111111111114,-16.11111111111111,0.0,0.0,0.0,0.0,0.2916666666666667,2.625,-2.5833333333333357,5.208333333333332
Georgia Tech,2022,9,2,1,1,0.5,36.0,48.0,-12.0,18.0,24.0,-6.0,0,0,1,1,0.4444444444444444,16.666666666666668,29.111111111111114,-12.444444444444443,0.2777777777777778,2.5000000000000018,-3.2222222222222214,5.722222222222225,0.23333333333333334,3.0999999999999996,-8.06666666666667,11.166666666666664
Georgia Tech,2022,10,3,1,2,0.3333333333333333,52.0,89.0,-37.0,17.333333333333332,29.666666666666668,-12.333333333333334,0,0,1,2,0.4444444444444444,17.444444444444443,27.88888888888889,-10.444444444444445,0.2777777777777778,3.277777777777777,-4.444444444444446,7.722222222222223,0.02777777777777779,1.916666666666666,-1.0555555555555571,2.9722222222222214
Georgia Tech,2022,11,5,2,3,0.4,77.0,136.0,-59.0,15.4,27.2,-11.8,2,3,0,0,0.41111111111111115,16.911111111111108,26.95555555555556,-10.044444444444446,0.2444444444444445,2.744444444444442,-5.377777777777776,8.122222222222222,0.09047619047619054,-0.29047619047618944,-3.3714285714285737,3.080952380952379
Georgia Tech,2022,12,4,2,2,0.5,80.0,116.0,-36.0,20.0,29.0,-9.0,0,0,2,2,0.41111111111111115,17.57777777777778,28.622222222222224,-11.044444444444444,0.2444444444444445,3.411111111111113,-3.711111111111112,7.122222222222224,0.1791666666666667,4.345833333333333,-1.1500000000000021,5.495833333333334
Georgia Tech,2022,13,5,3,2,0.6,101.0,133.0,-32.0,20.2,26.6,-6.4,0,0,3,2,0.5,18.53333333333333,27.600000000000005,-9.066666666666668,0.33333333333333337,4.366666666666665,-4.733333333333331,9.1,0.25925925925925924,4.06296296296296,-3.4222222222222243,7.485185185185186
Georgia Tech,2023,2,1,0,1,0.0,34.0,39.0,-5.0,34.0,39.0,-5.0,0,1,0,0,0.0,34.0,39.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech,2023,3,1,1,0,1.0,30.0,17.0,13.0,30.0,17.0,13.0,0,0,1,0,0.5,32.0,28.0,4.0,0.0,0.0,0.0,0.0,1.0,-4.0,-22.0,18.0
Georgia Tech,2023,4,2,1,1,0.5,53.0,65.0,-12.0,26.5,32.5,-6.0,0,0,1,1,0.5,30.166666666666668,29.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-5.5,4.5,-10.0
Georgia Tech,2023,5,2,1,1,0.5,82.0,52.0,30.0,41.0,26.0,15.0,1,1,0,0,0.6666666666666666,32.5,25.166666666666668,7.333333333333333,0.0,0.0,0.0,0.0,0.0,10.833333333333332,-3.5,14.333333333333334
Georgia Tech,2023,6,3,2,1,0.6666666666666666,83.0,81.0,2.0,27.666666666666668,27.0,0.6666666666666666,0,0,2,1,0.5555555555555555,31.722222222222225,28.5,3.222222222222222,0.0,0.0,0.0,0.0,0.16666666666666663,-5.208333333333332,-1.625,-3.5833333333333335
Georgia Tech,2023,8,3,1,2,0.3333333333333333,109.0,90.0,19.0,36.333333333333336,30.0,6.333333333333333,1,2,0,0,0.49999999999999994,35.0,27.666666666666668,7.333333333333333,-5.551115123125783e-17,4.833333333333332,-1.8333333333333321,6.666666666666666,-0.2,4.5000000000000036,1.6999999999999993,2.7999999999999994
Georgia Tech,2023,9,4,1,3,0.25,132.0,128.0,4.0,33.0,32.0,1.0,1,3,0,0,0.4166666666666667,32.333333333333336,29.666666666666668,2.6666666666666665,-0.08333333333333331,2.166666666666668,0.16666666666666785,2.0,-0.25,0.4166666666666643,3.416666666666668,-3.0
Georgia Tech,2023,10,4,3,1,0.75,106.0,101.0,5.0,26.5,25.25,1.25,0,0,3,1,0.4444444444444444,31.944444444444446,29.083333333333332,2.8611111111111107,-0.05555555555555558,1.7777777777777786,-0.41666666666666785,2.194444444444444,0.2857142857142857,-6.142857142857146,-3.821428571428573,-2.3214285714285716
Georgia Tech,2023,11,5,4,1,0.8,151.0,118.0,33.0,30.2,23.6,6.6,0,0,4,1,0.6,29.900000000000002,26.95,2.9499999999999997,0.09999999999999998,-0.2666666666666657,-2.5500000000000007,2.283333333333333,0.30000000000000004,-1.6750000000000007,-4.993749999999999,3.3187499999999996
Georgia Tech,2023,12,5,2,3,0.4,178.0,170.0,8.0,35.6,34.0,1.6,2,3,0,0,0.65,30.76666666666667,27.616666666666664,3.15,0.15000000000000002,0.6000000000000014,-1.8833333333333364,2.4833333333333334,-0.1333333333333333,3.911111111111115,5.961111111111112,-2.0500000000000003
Georgia Tech,2023,13,6,3,3,0.5,209.0,192.0,17.0,34.833333333333336,32.0,2.833333333333333,3,3,0,0,0.5666666666666668,33.544444444444444,29.866666666666664,3.677777777777777,0.06666666666666676,3.3777777777777764,0.3666666666666636,3.0111111111111106,-0.020000000000000018,2.7533333333333374,3.3649999999999984,-0.6116666666666672
Georgia Tech,2024,2,1,0,1,0.0,27.0,35.0,-8.0,27.0,35.0,-8.0,0,0,0,1,0.0,27.0,35.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech,2024,3,2,2,0,1.0,59.0,33.0,26.0,29.5,16.5,13.0,2,0,0,0,0.5,28.25,25.75,2.5,0.0,0.0,0.0,0.0,1.0,2.5,-18.5,21.0
Georgia Tech,2024,4,2,0,2,0.0,55.0,66.0,-11.0,27.5,33.0,-5.5,0,0,0,2,0.3333333333333333,28.0,28.166666666666668,-0.16666666666666666,0.0,0.0,0.0,0.0,-0.5,-0.75,7.25,-8.0
Georgia Tech,2024,6,3,3,0,1.0,118.0,40.0,78.0,39.333333333333336,13.333333333333334,26.0,3,0,0,0,0.6666666666666666,32.111111111111114,20.944444444444446,11.166666666666666,0.0,0.0,0.0,0.0,0.6666666666666667,11.333333333333336,-14.833333333333334,26.166666666666668
Georgia Tech,2024,7,3,0,3,0.0,74.0,97.0,-23.0,24.666666666666668,32.333333333333336,-7.666666666666667,0,0,0,3,0.3333333333333333,30.500000000000004,26.222222222222225,4.277777777777778,0.0,0.0,0.0,0.0,-0.5,-6.166666666666668,7.8750000000000036,-14.041666666666668
Georgia Tech,2024,8,4,4,0,1.0,142.0,54.0,88.0,35.5,13.5,22.0,4,0,0,0,0.6666666666666666,33.166666666666664,19.722222222222225,13.444444444444443,0.3333333333333333,5.166666666666664,-8.444444444444443,13.611111111111109,0.6,5.899999999999999,-12.533333333333331,18.433333333333334
